Set,k,QQ,x,t,ReH_mean,ReH_stddev,ReE_mean,ReE_stddev,ReHtilde_mean,ReHtilde_stddev
27,2.750000,1.472720,0.455851,-0.296889,0.959862,0.311193,-2.254612,11.778229,3.548020,3.916174
28,5.750000,1.399600,0.332528,-0.261921,0.553949,0.375807,-1.931722,4.943934,2.624211,1.903475
29,5.750000,2.059420,0.433327,-0.272603,0.933759,0.146048,-7.338727,10.047610,5.871976,6.749994
30,5.750000,1.135280,0.589380,-0.463738,0.783804,2.492683,6.040505,20.861136,-12.896323,16.633610
31,5.750000,2.350680,0.434603,-0.316798,0.820169,0.218319,0.326495,7.892065,2.494122,4.667060




Set,ReH_mean,ReH_stddev,ReE_mean,ReE_stddev,ReHtilde_mean,ReHtilde_stddev
1,0.557465,0.315154,-1.551595,16.183001,2.894878,0.718738
2,1.248152,0.482348,1.136406,12.236196,4.411270,2.709460
3,0.370874,3.496424,11.074282,31.502010,-3.858925,19.151404
4,1.342597,2.101728,2.043997,22.410017,3.288030,6.971412

6,1.037536,0.518692,4.534439,30.120119,4.117196,7.512115

8,0.886341,2.613947,0.536107,20.466797,4.513612,1.553965
9,1.641745,0.504895,-7.517183,11.875378,4.507941,2.129837
10,1.621801,0.416685,-4.790793,9.447541,3.487164,1.622227
11,-0.182640,4.318999,10.262287,40.030039,0.821056,10.224879
12,1.682533,0.480985,0.146726,15.895703,4.597397,1.847734
13,1.345526,0.501620,-4.018500,14.259539,4.074578,4.291607
14,2.165376,1.219428,-8.894524,15.852343,5.413560,4.571526
15,1.797533,0.827489,-4.767741,12.794958,4.042486,3.752947
16,1.726697,1.398491,-7.320651,14.432139,4.832983,3.548907
17,0.803093,0.358225,4.922699,12.263431,1.971441,1.685588
18,2.322993,5.195243,-4.203141,55.462689,8.317712,38.294217
19,0.971562,0.413943,-1.217423,11.021611,3.252484,2.008041
20,0.476490,0.310332,1.057598,8.066537,2.078627,3.754923
21,1.121378,0.735349,-1.107302,10.501945,4.473272,1.596821
22,-0.468348,4.550316,13.854173,56.391977,4.068045,9.978537
23,0.531094,0.600538,3.943505,11.358794,2.111007,5.641679
24,1.632766,0.388783,-4.830376,12.332452,3.467395,0.707868
25,0.473574,0.488446,1.866696,12.292416,1.650278,5.941052
26,1.061006,0.291115,0.646049,9.203204,2.890539,1.518473
27,0.958841,0.364129,-2.345758,14.094487,3.627657,4.538571
28,0.481356,0.392573,-0.896440,5.176126,2.210846,1.914609
29,0.906798,0.143389,-6.993370,10.394235,5.706014,6.858303
30,0.742852,2.366275,6.689482,19.549912,-13.320220,15.931536
31,0.869123,0.242408,-0.805813,7.597913,3.001783,4.484197
32,1.145493,0.520687,-1.797183,11.494664,3.395219,6.832072
33,1.422282,0.857625,-2.925880,10.396687,3.702222,5.493718
34,0.555051,0.320883,-1.253856,4.955054,2.783986,2.369722
35,1.030944,0.247945,-2.773208,6.355468,3.943124,4.065456
36,1.065230,1.168078,-0.610085,8.859901,0.763782,3.982917
37,1.300829,0.894562,-8.405682,8.757126,4.202559,2.499370
38,1.710329,0.158192,-2.162147,21.214766,4.334352,3.194421






Gaussian distribution
1,0.584090,0.266671,-0.140220,13.653010,2.955819,0.665808
2,1.235809,0.366234,1.161144,8.638980,4.564741,1.882564
3,0.609356,1.608027,8.231565,14.423097,-2.183069,9.393843
4,1.288421,1.088690,2.312768,11.716402,3.182999,3.775003

6,1.124445,0.522943,4.313564,23.385402,4.317831,5.682509

8,0.823401,1.578528,1.475739,13.224043,4.675618,1.261427
9,1.609098,0.366355,-6.685662,6.363526,4.545775,1.462666
10,1.630511,0.333162,-5.038792,6.946684,3.438741,1.188330
11,0.281343,2.218481,6.223278,20.057071,2.142064,5.256907
12,1.685479,0.425588,0.310648,12.258690,4.247775,1.609365
13,1.288261,0.326562,-2.703658,8.870651,3.796414,2.373352
14,2.013616,0.818144,-7.622038,9.971491,5.066415,2.747574
15,1.893442,0.444117,-6.926968,6.368716,4.844758,2.018482
16,1.661968,0.872492,-7.238956,9.287375,4.776115,2.353894
17,0.937467,0.280896,0.220425,10.036409,2.469562,1.346352
18,1.775544,3.026163,0.945970,33.023824,5.341215,21.984596
19,0.965298,0.284636,-1.650168,7.687218,3.415225,1.456986
20,0.508804,0.213578,0.609753,5.130650,2.229287,2.101360
21,1.151531,0.515071,-1.145314,6.339898,4.434819,1.170992
22,0.513876,3.023548,2.080170,33.268464,2.899227,6.741487
23,0.583837,0.362289,3.909230,6.295324,2.055770,3.258449
24,1.702470,0.338259,-6.274232,12.125547,3.629176,0.747391
25,0.498100,0.251395,0.873606,6.514192,2.014514,3.104821
26,1.076371,0.242921,-0.362047,7.002365,3.168116,1.257916
27,0.941449,0.229277,-1.853580,8.201573,3.600129,2.602195
28,0.529264,0.253394,-1.560580,3.243281,2.457279,1.262036
29,0.922103,0.113013,-7.415755,6.324586,5.982025,4.161153
30,0.646590,1.470586,6.539015,11.234398,-12.140445,8.934966
