#k,QQ,x_b,t,phi_x,F,sigmaF,F1,F2
5.75000,1.94000,0.27400,-0.20000,187.54000,0.07690,0.03940,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,202.61000,0.07410,0.02690,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,217.68000,0.05860,0.02110,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,232.74000,0.07940,0.02380,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,247.79000,0.06250,0.01320,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,262.84000,0.09070,0.01250,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,277.88000,0.12770,0.01640,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,292.90000,0.15680,0.02240,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,307.91000,0.24000,0.02530,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,322.88000,0.35240,0.02690,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,337.78000,0.44280,0.02850,0.64892,1.01978
5.75000,1.94000,0.27400,-0.20000,352.61000,0.48200,0.03280,0.64892,1.01978
5.75000,1.94000,0.27400,-0.26000,7.47000,0.45000,0.02840,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,22.11000,0.36980,0.02450,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,37.00000,0.26190,0.01750,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,51.99000,0.21210,0.01580,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,67.02000,0.13330,0.01420,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,82.07000,0.09940,0.01420,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,97.12000,0.06820,0.01060,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,112.19000,0.07520,0.01150,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,127.25000,0.07330,0.01790,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,142.31000,0.06960,0.03580,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,157.39000,0.00000,0.00000,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,172.46000,0.00000,0.00000,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,187.54000,0.00000,0.00000,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,202.61000,0.00000,0.00000,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,217.69000,0.00000,0.00000,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,232.75000,0.03300,0.01390,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,247.81000,0.03990,0.00970,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,262.88000,0.06210,0.00920,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,277.93000,0.11240,0.01290,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,292.98000,0.16630,0.01790,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,308.01000,0.21730,0.02070,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,323.00000,0.28530,0.01940,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,337.89000,0.41110,0.02250,0.58528,0.88573
5.75000,1.94000,0.27400,-0.26000,352.53000,0.47570,0.02650,0.58528,0.88573
5.75000,1.94000,0.27500,-0.34000,7.90000,0.51780,0.03330,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,22.40000,0.37070,0.02240,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,36.83000,0.20250,0.01340,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,51.88000,0.12720,0.01040,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,66.95000,0.09330,0.00980,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,82.02000,0.06100,0.00920,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,97.09000,0.03820,0.00750,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,112.16000,0.03550,0.00920,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,127.24000,0.02210,0.01220,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,142.31000,0.00000,0.00000,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,157.39000,0.00000,0.00000,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,172.46000,0.00000,0.00000,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,187.54000,0.00000,0.00000,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,202.61000,0.00000,0.00000,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,217.69000,0.00000,0.00000,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,232.76000,0.05120,0.02370,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,247.84000,0.03390,0.01030,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,262.91000,0.06180,0.00910,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,277.98000,0.07040,0.00840,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,293.05000,0.10130,0.01180,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,308.12000,0.13470,0.01400,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,323.17000,0.21800,0.01510,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,337.60000,0.32710,0.01820,0.51603,0.74472
5.75000,1.94000,0.27500,-0.34000,352.10000,0.54660,0.02960,0.51603,0.74472
5.75000,1.94000,0.27500,-0.45000,9.60000,0.00000,0.00000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,23.78000,0.27230,0.01940,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,36.63000,0.17710,0.01070,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,51.76000,0.09840,0.00760,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,66.87000,0.06280,0.00650,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,81.97000,0.04610,0.00710,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,97.06000,0.02600,0.00590,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,112.14000,0.03460,0.01100,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,127.22000,0.00000,0.00000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,142.31000,0.00000,0.00000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,157.37000,0.00000,0.00000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,172.45000,0.00000,0.00000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,187.55000,0.00000,0.00000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,202.63000,0.00000,0.00000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,217.69000,0.00000,0.00000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,232.78000,0.00000,0.00000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,247.86000,0.01560,0.00730,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,262.94000,0.03390,0.00670,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,278.03000,0.03930,0.00520,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,293.13000,0.07060,0.00770,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,308.24000,0.09930,0.01000,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,323.37000,0.16040,0.01070,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,336.22000,0.32640,0.01750,0.44130,0.59989
5.75000,1.94000,0.27500,-0.45000,350.40000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.27400,-0.11000,7.49000,0.67030,0.05560,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,22.51000,0.61170,0.04470,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,37.42000,0.48040,0.03680,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,52.31000,0.36920,0.03720,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,67.29000,0.32700,0.04760,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,82.29000,0.32490,0.05970,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,97.30000,0.23330,0.05400,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,112.32000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,127.35000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,142.39000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,157.43000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,172.48000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,187.52000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,202.57000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,217.61000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,232.65000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,247.68000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,262.70000,0.00000,0.00000,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,277.71000,0.29400,0.05680,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,292.71000,0.37550,0.05470,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,307.69000,0.50390,0.04820,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,322.58000,0.62220,0.04480,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,337.49000,0.57200,0.04380,0.77206,1.28727
5.75000,2.35000,0.27400,-0.11000,352.51000,0.55160,0.04790,0.77206,1.28727
5.75000,2.35000,0.27500,-0.15000,7.54000,0.74140,0.04600,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,22.53000,0.77480,0.04120,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,37.55000,0.61320,0.03200,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,52.38000,0.44260,0.02750,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,67.17000,0.33170,0.02680,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,82.19000,0.24900,0.02430,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,97.22000,0.27420,0.02460,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,112.26000,0.14080,0.02220,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,127.31000,0.00000,0.00000,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,142.36000,0.00000,0.00000,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,157.41000,0.00000,0.00000,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,172.47000,0.00000,0.00000,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,187.53000,0.00000,0.00000,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,202.59000,0.00000,0.00000,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,217.64000,0.00000,0.00000,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,232.69000,0.00000,0.00000,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,247.74000,0.19420,0.02990,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,262.78000,0.21090,0.02100,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,277.81000,0.25950,0.02340,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,292.83000,0.29280,0.02560,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,307.62000,0.50420,0.03160,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,322.45000,0.59720,0.03150,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,337.47000,0.79420,0.03910,0.71236,1.15655
5.75000,2.35000,0.27500,-0.15000,352.46000,0.70040,0.04400,0.71236,1.15655
5.75000,2.35000,0.27500,-0.20000,7.61000,1.01960,0.06550,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,22.79000,0.61890,0.04160,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,37.67000,0.57670,0.03190,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,52.38000,0.36600,0.02450,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,67.08000,0.23770,0.02220,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,82.13000,0.23270,0.02100,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,97.18000,0.14940,0.01430,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,112.23000,0.10850,0.01200,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,127.29000,0.06600,0.01230,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,142.34000,0.07170,0.01510,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,157.41000,0.10600,0.01630,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,172.47000,0.05900,0.01250,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,187.53000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,202.59000,0.08540,0.01380,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,217.66000,0.10090,0.01470,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,232.71000,0.09190,0.01490,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,247.77000,0.11210,0.01390,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,262.82000,0.17020,0.01500,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,277.87000,0.19650,0.01750,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,292.92000,0.29320,0.02530,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,307.62000,0.42390,0.03000,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,322.33000,0.50110,0.02990,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,337.21000,0.82580,0.04400,0.64892,1.01978
5.75000,2.35000,0.27500,-0.20000,352.39000,0.94050,0.05880,0.64892,1.01978
5.75000,2.35000,0.27500,-0.26000,8.25000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,23.32000,0.77870,0.04700,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,37.74000,0.51760,0.02630,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,52.32000,0.28940,0.01770,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,67.02000,0.19060,0.01630,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,82.08000,0.13830,0.01390,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,97.15000,0.10260,0.01000,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,112.21000,0.09140,0.00920,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,127.28000,0.07700,0.01060,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,142.34000,0.05950,0.01100,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,157.40000,0.04200,0.00840,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,172.47000,0.05240,0.01040,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,187.53000,0.05690,0.01200,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,202.60000,0.05720,0.00910,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,217.66000,0.05970,0.00850,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,232.72000,0.05900,0.00900,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,247.79000,0.08860,0.01060,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,262.85000,0.09020,0.00930,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,277.92000,0.16390,0.01360,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,292.98000,0.19460,0.01690,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,307.68000,0.31650,0.02170,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,322.26000,0.48570,0.02570,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,336.68000,0.74290,0.04010,0.58528,0.88573
5.75000,2.35000,0.27500,-0.26000,351.75000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.27500,-0.34000,10.63000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,25.61000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,38.16000,0.34900,0.01940,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,52.21000,0.22350,0.01280,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,66.95000,0.12590,0.01090,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,82.04000,0.08630,0.00950,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,97.12000,0.06030,0.00700,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,112.19000,0.05460,0.00620,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,127.26000,0.05230,0.00730,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,142.33000,0.02930,0.00700,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,157.40000,0.03930,0.00780,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,172.46000,0.03320,0.00810,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,187.54000,0.02900,0.00800,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,202.60000,0.02840,0.00570,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,217.67000,0.04570,0.00630,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,232.74000,0.04200,0.00640,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,247.81000,0.06160,0.00790,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,262.88000,0.08010,0.00810,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,277.96000,0.09440,0.00870,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,293.05000,0.10800,0.01030,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,307.79000,0.21960,0.01520,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,321.84000,0.35560,0.02060,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,334.39000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.27500,-0.34000,349.37000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.27500,-0.45000,7.50000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,28.13000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,38.80000,0.25770,0.01450,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,51.96000,0.14160,0.00800,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,66.90000,0.08560,0.00730,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,82.01000,0.05270,0.00600,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,97.10000,0.03600,0.00440,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,112.18000,0.03100,0.00390,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,127.26000,0.02690,0.00450,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,142.32000,0.03390,0.00810,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,157.40000,0.01950,0.00620,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,172.47000,0.02210,0.00680,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,187.53000,0.02210,0.00720,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,202.60000,0.01500,0.00410,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,217.68000,0.01920,0.00370,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,232.74000,0.02500,0.00450,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,247.82000,0.02570,0.00420,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,262.90000,0.03740,0.00460,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,277.99000,0.03880,0.00430,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,293.10000,0.08770,0.00730,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,308.04000,0.14210,0.00980,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,321.20000,0.23650,0.01470,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,331.87000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.27500,-0.45000,352.50000,0.00000,0.00000,0.44130,0.59989
5.75000,2.08000,0.30100,-0.12000,7.48000,0.23490,0.06100,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,22.43000,0.18490,0.04800,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,37.40000,0.26340,0.05330,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,52.37000,0.23130,0.06060,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,67.35000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,82.35000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,97.35000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,112.36000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,127.38000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,142.41000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,157.44000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,172.48000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,187.52000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,202.56000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,217.59000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,232.62000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,247.64000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,262.65000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,277.65000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,292.65000,0.00000,0.00000,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,307.63000,0.21160,0.07130,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,322.60000,0.26170,0.05760,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,337.57000,0.26140,0.05400,0.75626,1.25254
5.75000,2.08000,0.30100,-0.12000,352.52000,0.19140,0.04820,0.75626,1.25254
5.75000,2.10000,0.30400,-0.15000,7.45000,0.23140,0.02490,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,22.37000,0.24620,0.02460,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,37.30000,0.17920,0.01760,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,52.26000,0.17310,0.01740,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,67.24000,0.15190,0.02020,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,82.24000,0.15000,0.03500,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,97.25000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,112.28000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,127.31000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,142.35000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,157.41000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,172.47000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,187.53000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,202.59000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,217.65000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,232.69000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,247.72000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,262.75000,0.00000,0.00000,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,277.76000,0.16730,0.03660,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,292.76000,0.16230,0.02800,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,307.74000,0.20260,0.02300,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,322.70000,0.20610,0.01970,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,337.63000,0.23980,0.02060,0.71236,1.15655
5.75000,2.10000,0.30400,-0.15000,352.55000,0.24400,0.02350,0.71236,1.15655
5.75000,2.10000,0.30400,-0.20000,7.42000,0.25430,0.02400,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,22.29000,0.23300,0.02220,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,37.20000,0.18940,0.01730,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,52.16000,0.15780,0.01540,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,67.15000,0.11260,0.01380,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,82.16000,0.09610,0.01500,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,97.19000,0.08470,0.01640,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,112.23000,0.05060,0.01340,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,127.28000,0.06040,0.01730,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,142.33000,0.07330,0.02710,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,157.40000,0.04950,0.02630,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,172.46000,0.00000,0.00000,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,187.54000,0.00000,0.00000,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,202.60000,0.04180,0.01930,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,217.67000,0.04070,0.01570,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,232.72000,0.00000,0.00000,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,247.77000,0.05430,0.01500,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,262.81000,0.07050,0.01190,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,277.84000,0.10210,0.01410,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,292.85000,0.11430,0.01640,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,307.84000,0.18360,0.02060,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,322.80000,0.20780,0.01870,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,337.71000,0.25820,0.02030,0.64892,1.01978
5.75000,2.10000,0.30400,-0.20000,352.58000,0.24150,0.02130,0.64892,1.01978
5.75000,2.10000,0.30400,-0.26000,7.38000,0.25840,0.01950,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,22.19000,0.22980,0.01820,0.58528,0.88573
5.75000,2.10000,0.30400,-0.26000,37.09000,0.15330,0.01260,0.58528,0.88573
