#k,QQ,x_b,t,phi_x,F,sigmaF,F1,F2
5.75000,2.12000,0.24500,-0.20000,247.78000,0.15640,0.01890,0.64892,1.01978
5.75000,2.12000,0.24500,-0.20000,262.85000,0.20920,0.02040,0.64892,1.01978
5.75000,2.12000,0.24500,-0.20000,277.91000,0.30310,0.02610,0.64892,1.01978
5.75000,2.12000,0.24500,-0.20000,292.97000,0.38020,0.03200,0.64892,1.01978
5.75000,2.12000,0.24500,-0.20000,307.31000,0.62910,0.04250,0.64892,1.01978
5.75000,2.12000,0.24500,-0.20000,321.83000,1.03070,0.05540,0.64892,1.01978
5.75000,2.12000,0.24500,-0.20000,336.02000,0.00000,0.00000,0.64892,1.01978
5.75000,2.12000,0.24500,-0.20000,351.11000,0.00000,0.00000,0.64892,1.01978
5.75000,2.12000,0.24500,-0.26000,14.30000,0.00000,0.00000,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,26.39000,0.00000,0.00000,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,38.87000,0.85540,0.04590,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,52.71000,0.48520,0.02650,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,66.97000,0.31190,0.02360,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,82.06000,0.21090,0.01940,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,97.13000,0.15770,0.01430,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,112.20000,0.11960,0.01250,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,127.27000,0.09850,0.01330,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,142.33000,0.08410,0.01280,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,157.40000,0.08080,0.01070,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,172.47000,0.06920,0.01100,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,187.53000,0.05950,0.01070,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,202.60000,0.07130,0.00950,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,217.67000,0.08140,0.01030,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,232.73000,0.09170,0.01270,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,247.80000,0.10300,0.01350,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,262.87000,0.13620,0.01360,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,277.94000,0.17970,0.01560,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,293.03000,0.33440,0.02440,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,307.29000,0.47540,0.03000,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,321.13000,0.74070,0.04290,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,333.61000,0.00000,0.00000,0.58528,0.88573
5.75000,2.12000,0.24500,-0.26000,345.70000,0.00000,0.00000,0.58528,0.88573
5.75000,2.12000,0.24500,-0.34000,7.50000,0.00000,0.00000,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,28.65000,0.00000,0.00000,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,39.99000,0.57770,0.03680,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,52.42000,0.29600,0.01670,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,66.92000,0.20330,0.01530,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,82.02000,0.15160,0.01450,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,97.11000,0.09670,0.00960,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,112.19000,0.07920,0.00890,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,127.26000,0.07110,0.00990,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,142.33000,0.04100,0.00770,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,157.40000,0.03430,0.00610,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,172.46000,0.03650,0.00690,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,187.54000,0.02640,0.00630,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,202.60000,0.04800,0.00710,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,217.67000,0.04910,0.00680,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,232.74000,0.06730,0.00970,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,247.81000,0.07690,0.01030,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,262.89000,0.09740,0.01020,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,277.98000,0.13270,0.01120,0.51603,0.74472
5.75000,2.12000,0.24500,-0.34000,293.08000,0.19380,0.01570,0.51603,0.74472
