,#Set,index,k,QQ,x_b,t,phi_x,F,errF,varF,F1,F2,dvcs,ReH,ReE,ReHtilde
116,3.0,26.0,5.8,1.96,0.37,-0.27,212.0,0.04162802916434248,0.002084314232902821,4.344365821481276e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
117,3.0,27.0,5.8,1.96,0.37,-0.27,220.0,0.04411640811191883,0.0021269630104600685,4.523971647865357e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
118,3.0,28.0,5.8,1.96,0.37,-0.27,228.0,0.04427473467610382,0.0021828385463185454,4.7647841192940595e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
119,3.0,29.0,5.8,1.96,0.37,-0.27,236.0,0.044903504029357034,0.002254388704982129,5.082268433150999e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
120,3.0,30.0,5.8,1.96,0.37,-0.27,244.0,0.045387972043603335,0.002344668823954773,5.49747189402546e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
121,3.0,31.0,5.8,1.96,0.37,-0.27,252.0,0.04700476098757947,0.002457390471345085,6.0387679286576205e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
122,3.0,32.0,5.8,1.96,0.37,-0.27,260.0,0.052252056880084816,0.002596933886576259,6.744065611248073e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
123,3.0,33.0,5.8,1.96,0.37,-0.27,268.0,0.0497548969978137,0.0027682822185296483,7.663386441427431e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
124,3.0,34.0,5.8,1.96,0.37,-0.27,276.0,0.05684519522911955,0.0029768106154506643,8.861401440259763e-06,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
125,3.0,35.0,5.8,1.96,0.37,-0.27,284.0,0.06746982587476676,0.003227830502502211,1.0418889752883676e-05,0.5757528191841271,0.8660034883518137,0.037000000000000005,0.6383000000000001,-1.42035,3.1500000000000004
