#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,ReH,ReE,ReHTilde,dvcs
139.00000,3.00000,5.75000,2.58000,0.30400,-0.15000,52.25000,0.24345,0.01259,0.05000,0.71236,1.15655,-2.68174,2.27322,1.52054,0.01109
139.00000,4.00000,5.75000,2.58000,0.30400,-0.15000,67.24000,0.22069,0.01060,0.05000,0.71236,1.15655,-2.68174,2.27322,1.52054,0.01109
139.00000,5.00000,5.75000,2.58000,0.30400,-0.15000,82.25000,0.17870,0.00892,0.05000,0.71236,1.15655,-2.68174,2.27322,1.52054,0.01109
139.00000,6.00000,5.75000,2.58000,0.30400,-0.15000,277.75000,0.17073,0.00892,0.05000,0.71236,1.15655,-2.68174,2.27322,1.52054,0.01109
139.00000,7.00000,5.75000,2.58000,0.30400,-0.15000,292.76000,0.19989,0.01060,0.05000,0.71236,1.15655,-2.68174,2.27322,1.52054,0.01109
139.00000,8.00000,5.75000,2.58000,0.30400,-0.15000,307.75000,0.26149,0.01259,0.05000,0.71236,1.15655,-2.68174,2.27322,1.52054,0.01109
139.00000,9.00000,5.75000,2.58000,0.30400,-0.15000,322.61000,0.25049,0.01470,0.05000,0.71236,1.15655,-2.68174,2.27322,1.52054,0.01109
139.00000,10.00000,5.75000,2.58000,0.30400,-0.15000,337.54000,0.33647,0.01660,0.05000,0.71236,1.15655,-2.68174,2.27322,1.52054,0.01109
139.00000,11.00000,5.75000,2.58000,0.30400,-0.15000,352.52000,0.34182,0.01776,0.05000,0.71236,1.15655,-2.68174,2.27322,1.52054,0.01109
140.00000,0.00000,5.75000,2.58000,0.30400,-0.20000,7.52000,0.41801,0.02007,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,1.00000,5.75000,2.58000,0.30400,-0.20000,22.49000,0.37410,0.01766,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,2.00000,5.75000,2.58000,0.30400,-0.20000,37.48000,0.29203,0.01426,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,3.00000,5.75000,2.58000,0.30400,-0.20000,52.19000,0.23328,0.01116,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,4.00000,5.75000,2.58000,0.30400,-0.20000,67.14000,0.18701,0.00869,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,5.00000,5.75000,2.58000,0.30400,-0.20000,82.17000,0.13830,0.00688,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,6.00000,5.75000,2.58000,0.30400,-0.20000,97.21000,0.11104,0.00559,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,7.00000,5.75000,2.58000,0.30400,-0.20000,112.25000,0.09409,0.00470,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,8.00000,5.75000,2.58000,0.30400,-0.20000,127.30000,0.08726,0.00408,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,9.00000,5.75000,2.58000,0.30400,-0.20000,142.36000,0.07058,0.00367,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,10.00000,5.75000,2.58000,0.30400,-0.20000,157.41000,0.06188,0.00342,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,11.00000,5.75000,2.58000,0.30400,-0.20000,172.47000,0.06340,0.00330,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,12.00000,5.75000,2.58000,0.30400,-0.20000,187.53000,0.06941,0.00330,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,13.00000,5.75000,2.58000,0.30400,-0.20000,202.59000,0.07540,0.00342,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,14.00000,5.75000,2.58000,0.30400,-0.20000,217.64000,0.07146,0.00367,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,15.00000,5.75000,2.58000,0.30400,-0.20000,232.70000,0.07550,0.00408,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,16.00000,5.75000,2.58000,0.30400,-0.20000,247.75000,0.08957,0.00470,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,17.00000,5.75000,2.58000,0.30400,-0.20000,262.79000,0.11402,0.00559,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,18.00000,5.75000,2.58000,0.30400,-0.20000,277.83000,0.13477,0.00688,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,19.00000,5.75000,2.58000,0.30400,-0.20000,292.86000,0.18188,0.00869,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,20.00000,5.75000,2.58000,0.30400,-0.20000,307.81000,0.20772,0.01116,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,21.00000,5.75000,2.58000,0.30400,-0.20000,322.52000,0.28844,0.01426,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,22.00000,5.75000,2.58000,0.30400,-0.20000,337.51000,0.34742,0.01766,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
140.00000,23.00000,5.75000,2.58000,0.30400,-0.20000,352.48000,0.40961,0.02007,0.05000,0.64892,1.01978,-2.71141,2.13750,1.31581,0.00968
141.00000,0.00000,5.75000,2.58000,0.30500,-0.26000,7.68000,0.42190,0.02053,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,1.00000,5.75000,2.58000,0.30500,-0.26000,22.75000,0.31931,0.01651,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,2.00000,5.75000,2.58000,0.30500,-0.26000,37.64000,0.23609,0.01196,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,3.00000,5.75000,2.58000,0.30500,-0.26000,52.19000,0.18974,0.00859,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,4.00000,5.75000,2.58000,0.30500,-0.26000,67.07000,0.12683,0.00629,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,5.00000,5.75000,2.58000,0.30500,-0.26000,82.12000,0.09780,0.00477,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,6.00000,5.75000,2.58000,0.30500,-0.26000,97.17000,0.07649,0.00379,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,7.00000,5.75000,2.58000,0.30500,-0.26000,112.23000,0.06506,0.00314,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,8.00000,5.75000,2.58000,0.30500,-0.26000,127.29000,0.05544,0.00271,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,9.00000,5.75000,2.58000,0.30500,-0.26000,142.35000,0.04742,0.00243,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,10.00000,5.75000,2.58000,0.30500,-0.26000,157.40000,0.04608,0.00227,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,11.00000,5.75000,2.58000,0.30500,-0.26000,172.47000,0.04250,0.00219,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,12.00000,5.75000,2.58000,0.30500,-0.26000,187.53000,0.04956,0.00219,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,13.00000,5.75000,2.58000,0.30500,-0.26000,202.60000,0.04432,0.00227,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,14.00000,5.75000,2.58000,0.30500,-0.26000,217.65000,0.04815,0.00243,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,15.00000,5.75000,2.58000,0.30500,-0.26000,232.71000,0.05319,0.00271,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,16.00000,5.75000,2.58000,0.30500,-0.26000,247.77000,0.06518,0.00314,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,17.00000,5.75000,2.58000,0.30500,-0.26000,262.83000,0.08290,0.00379,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,18.00000,5.75000,2.58000,0.30500,-0.26000,277.88000,0.09120,0.00477,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,19.00000,5.75000,2.58000,0.30500,-0.26000,292.93000,0.11832,0.00629,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,20.00000,5.75000,2.58000,0.30500,-0.26000,307.81000,0.17441,0.00859,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,21.00000,5.75000,2.58000,0.30500,-0.26000,322.36000,0.24741,0.01196,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,22.00000,5.75000,2.58000,0.30500,-0.26000,337.25000,0.33085,0.01651,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
141.00000,23.00000,5.75000,2.58000,0.30500,-0.26000,352.32000,0.36837,0.02053,0.05000,0.58528,0.88573,-2.70491,1.99010,1.10490,0.00835
142.00000,0.00000,5.75000,2.58000,0.30500,-0.34000,23.49000,0.30724,0.01497,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,1.00000,5.75000,2.58000,0.30500,-0.34000,37.77000,0.19400,0.00941,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,2.00000,5.75000,2.58000,0.30500,-0.34000,52.10000,0.12729,0.00614,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,3.00000,5.75000,2.58000,0.30500,-0.34000,66.99000,0.08096,0.00423,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,4.00000,5.75000,2.58000,0.30500,-0.34000,82.07000,0.06365,0.00310,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,5.00000,5.75000,2.58000,0.30500,-0.34000,97.14000,0.05196,0.00243,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,6.00000,5.75000,2.58000,0.30500,-0.34000,112.21000,0.04244,0.00200,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,7.00000,5.75000,2.58000,0.30500,-0.34000,127.27000,0.03340,0.00173,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,8.00000,5.75000,2.58000,0.30500,-0.34000,142.34000,0.03382,0.00156,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,9.00000,5.75000,2.58000,0.30500,-0.34000,157.40000,0.03060,0.00145,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,10.00000,5.75000,2.58000,0.30500,-0.34000,172.46000,0.02659,0.00141,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,11.00000,5.75000,2.58000,0.30500,-0.34000,187.54000,0.02943,0.00141,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,12.00000,5.75000,2.58000,0.30500,-0.34000,202.60000,0.02848,0.00145,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,13.00000,5.75000,2.58000,0.30500,-0.34000,217.66000,0.03061,0.00156,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,14.00000,5.75000,2.58000,0.30500,-0.34000,232.73000,0.03461,0.00173,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,15.00000,5.75000,2.58000,0.30500,-0.34000,247.79000,0.03969,0.00200,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,16.00000,5.75000,2.58000,0.30500,-0.34000,262.86000,0.05071,0.00243,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,17.00000,5.75000,2.58000,0.30500,-0.34000,277.93000,0.05953,0.00310,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,18.00000,5.75000,2.58000,0.30500,-0.34000,293.01000,0.08350,0.00423,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,19.00000,5.75000,2.58000,0.30500,-0.34000,307.90000,0.11983,0.00614,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,20.00000,5.75000,2.58000,0.30500,-0.34000,322.23000,0.18410,0.00941,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
142.00000,21.00000,5.75000,2.58000,0.30500,-0.34000,336.51000,0.29564,0.01497,0.05000,0.51603,0.74472,-2.65837,1.81615,0.87260,0.00700
143.00000,0.00000,5.75000,2.58000,0.30500,-0.45000,38.18000,0.12841,0.00650,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,1.00000,5.75000,2.58000,0.30500,-0.45000,51.90000,0.07453,0.00394,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,2.00000,5.75000,2.58000,0.30500,-0.45000,66.93000,0.04898,0.00257,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,3.00000,5.75000,2.58000,0.30500,-0.45000,82.03000,0.03804,0.00185,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,4.00000,5.75000,2.58000,0.30500,-0.45000,97.11000,0.02886,0.00144,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,5.00000,5.75000,2.58000,0.30500,-0.45000,112.19000,0.02232,0.00119,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,6.00000,5.75000,2.58000,0.30500,-0.45000,127.26000,0.01968,0.00104,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,7.00000,5.75000,2.58000,0.30500,-0.45000,142.33000,0.01873,0.00094,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,8.00000,5.75000,2.58000,0.30500,-0.45000,157.40000,0.01969,0.00089,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,9.00000,5.75000,2.58000,0.30500,-0.45000,172.47000,0.01641,0.00086,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,10.00000,5.75000,2.58000,0.30500,-0.45000,187.53000,0.01843,0.00086,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,11.00000,5.75000,2.58000,0.30500,-0.45000,202.60000,0.01761,0.00089,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,12.00000,5.75000,2.58000,0.30500,-0.45000,217.67000,0.01817,0.00094,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,13.00000,5.75000,2.58000,0.30500,-0.45000,232.74000,0.02005,0.00104,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,14.00000,5.75000,2.58000,0.30500,-0.45000,247.81000,0.02379,0.00119,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,15.00000,5.75000,2.58000,0.30500,-0.45000,262.89000,0.02920,0.00144,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,16.00000,5.75000,2.58000,0.30500,-0.45000,277.97000,0.03729,0.00185,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,17.00000,5.75000,2.58000,0.30500,-0.45000,293.07000,0.05108,0.00257,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,18.00000,5.75000,2.58000,0.30500,-0.45000,308.10000,0.07865,0.00394,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
143.00000,19.00000,5.75000,2.58000,0.30500,-0.45000,321.82000,0.13185,0.00650,0.05000,0.44130,0.59989,-2.54793,1.61191,0.62300,0.00565
144.00000,0.00000,5.75000,2.22000,0.33300,-0.16000,7.47000,0.13624,0.00647,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.01741
144.00000,1.00000,5.75000,2.22000,0.33300,-0.16000,22.42000,0.11862,0.00623,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.01741
144.00000,2.00000,5.75000,2.22000,0.33300,-0.16000,37.37000,0.10742,0.00579,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.01741
144.00000,3.00000,5.75000,2.22000,0.33300,-0.16000,52.34000,0.10687,0.00525,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.01741
144.00000,4.00000,5.75000,2.22000,0.33300,-0.16000,307.66000,0.10238,0.00525,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.01741
144.00000,5.00000,5.75000,2.22000,0.33300,-0.16000,322.63000,0.10772,0.00579,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.01741
144.00000,6.00000,5.75000,2.22000,0.33300,-0.16000,337.58000,0.13319,0.00623,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.01741
144.00000,7.00000,5.75000,2.22000,0.33300,-0.16000,352.53000,0.12896,0.00647,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.01741
145.00000,0.00000,5.75000,2.23000,0.33500,-0.20000,7.44000,0.14303,0.00675,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,1.00000,5.75000,2.23000,0.33500,-0.20000,22.35000,0.13314,0.00633,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,2.00000,5.75000,2.23000,0.33500,-0.20000,37.27000,0.10635,0.00563,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,3.00000,5.75000,2.23000,0.33500,-0.20000,52.23000,0.09677,0.00485,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,4.00000,5.75000,2.23000,0.33500,-0.20000,67.21000,0.08198,0.00412,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,5.00000,5.75000,2.23000,0.33500,-0.20000,82.22000,0.06696,0.00351,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,6.00000,5.75000,2.23000,0.33500,-0.20000,97.23000,0.06413,0.00303,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,7.00000,5.75000,2.23000,0.33500,-0.20000,112.26000,0.05566,0.00266,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,8.00000,5.75000,2.23000,0.33500,-0.20000,127.30000,0.04670,0.00239,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,9.00000,5.75000,2.23000,0.33500,-0.20000,247.74000,0.05156,0.00266,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,10.00000,5.75000,2.23000,0.33500,-0.20000,262.77000,0.06658,0.00303,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,11.00000,5.75000,2.23000,0.33500,-0.20000,292.79000,0.08759,0.00412,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,12.00000,5.75000,2.23000,0.33500,-0.20000,307.77000,0.09948,0.00485,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,13.00000,5.75000,2.23000,0.33500,-0.20000,322.73000,0.11025,0.00563,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,14.00000,5.75000,2.23000,0.33500,-0.20000,337.65000,0.13630,0.00633,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
145.00000,15.00000,5.75000,2.23000,0.33500,-0.20000,352.56000,0.13702,0.00675,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.01554
146.00000,0.00000,5.75000,2.23000,0.33500,-0.26000,7.41000,0.13567,0.00670,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,1.00000,5.75000,2.23000,0.33500,-0.26000,22.26000,0.12070,0.00603,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,2.00000,5.75000,2.23000,0.33500,-0.26000,37.17000,0.09735,0.00505,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,3.00000,5.75000,2.23000,0.33500,-0.26000,52.13000,0.08091,0.00408,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,4.00000,5.75000,2.23000,0.33500,-0.26000,67.13000,0.06753,0.00329,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,5.00000,5.75000,2.23000,0.33500,-0.26000,82.15000,0.05452,0.00270,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,6.00000,5.75000,2.23000,0.33500,-0.26000,112.23000,0.04114,0.00198,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,7.00000,5.75000,2.23000,0.33500,-0.26000,127.28000,0.03862,0.00177,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,8.00000,5.75000,2.23000,0.33500,-0.26000,247.77000,0.03753,0.00198,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,9.00000,5.75000,2.23000,0.33500,-0.26000,277.85000,0.05590,0.00270,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,10.00000,5.75000,2.23000,0.33500,-0.26000,292.87000,0.06600,0.00329,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,11.00000,5.75000,2.23000,0.33500,-0.26000,307.87000,0.08183,0.00408,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,12.00000,5.75000,2.23000,0.33500,-0.26000,322.83000,0.10795,0.00505,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,13.00000,5.75000,2.23000,0.33500,-0.26000,337.74000,0.11386,0.00603,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
146.00000,14.00000,5.75000,2.23000,0.33500,-0.26000,352.59000,0.13490,0.00670,0.05000,0.58528,0.88573,-2.59199,1.99010,1.10145,0.01354
147.00000,0.00000,5.75000,2.23000,0.33500,-0.34000,7.35000,0.12990,0.00646,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,1.00000,5.75000,2.23000,0.33500,-0.34000,22.13000,0.11168,0.00546,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,2.00000,5.75000,2.23000,0.33500,-0.34000,37.04000,0.08299,0.00419,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,3.00000,5.75000,2.23000,0.33500,-0.34000,52.02000,0.06325,0.00315,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,4.00000,5.75000,2.23000,0.33500,-0.34000,67.04000,0.05417,0.00242,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,5.00000,5.75000,2.23000,0.33500,-0.34000,82.08000,0.03734,0.00194,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,6.00000,5.75000,2.23000,0.33500,-0.34000,277.92000,0.03826,0.00194,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,7.00000,5.75000,2.23000,0.33500,-0.34000,292.96000,0.04914,0.00242,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,8.00000,5.75000,2.23000,0.33500,-0.34000,307.98000,0.06310,0.00315,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,9.00000,5.75000,2.23000,0.33500,-0.34000,322.96000,0.08560,0.00419,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,10.00000,5.75000,2.23000,0.33500,-0.34000,337.87000,0.11843,0.00546,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
147.00000,11.00000,5.75000,2.23000,0.33500,-0.34000,352.65000,0.11967,0.00646,0.05000,0.51603,0.74472,-2.54557,1.81615,0.88242,0.01148
148.00000,0.00000,5.75000,2.23000,0.33500,-0.45000,7.40000,0.13515,0.00644,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,1.00000,5.75000,2.23000,0.33500,-0.45000,21.94000,0.10099,0.00486,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,2.00000,5.75000,2.23000,0.33500,-0.45000,36.86000,0.06599,0.00327,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,3.00000,5.75000,2.23000,0.33500,-0.45000,51.89000,0.04242,0.00225,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,4.00000,5.75000,2.23000,0.33500,-0.45000,66.95000,0.03105,0.00166,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,5.00000,5.75000,2.23000,0.33500,-0.45000,82.02000,0.02713,0.00131,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,6.00000,5.75000,2.23000,0.33500,-0.45000,97.10000,0.02136,0.00109,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,7.00000,5.75000,2.23000,0.33500,-0.45000,277.98000,0.02556,0.00131,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,8.00000,5.75000,2.23000,0.33500,-0.45000,293.05000,0.03518,0.00166,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,9.00000,5.75000,2.23000,0.33500,-0.45000,308.11000,0.04595,0.00225,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,10.00000,5.75000,2.23000,0.33500,-0.45000,323.14000,0.06763,0.00327,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,11.00000,5.75000,2.23000,0.33500,-0.45000,338.06000,0.09442,0.00486,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
148.00000,12.00000,5.75000,2.23000,0.33500,-0.45000,352.60000,0.12274,0.00644,0.05000,0.44130,0.59989,-2.44185,1.61191,0.64485,0.00939
149.00000,0.00000,5.75000,2.77000,0.33300,-0.16000,22.42000,0.17191,0.00853,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.00865
149.00000,1.00000,5.75000,2.77000,0.33300,-0.16000,37.37000,0.16431,0.00788,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.00865
149.00000,2.00000,5.75000,2.77000,0.33300,-0.16000,337.58000,0.17633,0.00853,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.00865
149.00000,3.00000,5.75000,2.77000,0.33300,-0.16000,352.53000,0.17416,0.00890,0.05000,0.69877,1.12704,-2.59188,2.24506,1.45038,0.00865
150.00000,0.00000,5.75000,2.78000,0.33500,-0.20000,7.50000,0.20186,0.00985,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.00774
150.00000,1.00000,5.75000,2.78000,0.33500,-0.20000,22.42000,0.19918,0.00910,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.00774
150.00000,2.00000,5.75000,2.78000,0.33500,-0.20000,37.29000,0.16516,0.00792,0.05000,0.64892,1.01978,-2.59940,2.13750,1.29845,0.00774
