#Set,index,k,QQ,x_b,t,F1,F2,phi_x,F,sigmaF
16,5,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,50,0.0201555,0.00100777
16,6,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,60,0.0226911,0.00113456
16,7,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,70,0.0249702,0.00124851
16,8,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,80,0.0240584,0.00120292
16,9,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,90,0.0225622,0.00112811
16,10,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,100,0.0218714,0.00109357
16,11,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,110,0.0233529,0.00116764
16,12,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,120,0.0253194,0.00126597
16,13,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,130,0.0237471,0.00118735
16,14,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,140,0.0210448,0.00105224
16,15,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,150,0.0219606,0.00109803
16,16,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,160,0.0247003,0.00123502
16,17,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,170,0.0223276,0.00111638
16,18,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,180,0.0225342,0.00112671
16,19,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,190,0.0238573,0.00119287
16,20,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,200,0.0221313,0.00110656
16,21,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,210,0.0233573,0.00116787
16,22,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,220,0.0241432,0.00120716
16,23,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,230,0.0234461,0.00117231
16,24,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,240,0.0234074,0.00117037
16,25,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,250,0.0238157,0.00119078
16,26,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,260,0.0239414,0.00119707
16,27,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,270,0.0254968,0.00127484
16,28,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,280,0.0239594,0.00119797
16,29,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,290,0.0226062,0.00113031
16,30,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,300,0.0243281,0.00121641
16,31,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,310,0.0199411,0.000997054
16,32,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,320,0.0187158,0.000935791
16,33,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,330,0.0164167,0.000820836
16,34,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,340,0.0131742,0.00065871
16,35,7.75,2.57867,0.319934,-0.354105,0.505289,0.723387,350,0.0100104,0.000500522
17,0,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,0,0.0187597,0.000937983
17,1,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,10,0.0193061,0.000965305
17,2,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,20,0.0208548,0.00104274
17,3,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,30,0.0229126,0.00114563
17,4,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,40,0.0251375,0.00125688
17,5,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,50,0.0249752,0.00124876
17,6,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,60,0.0238245,0.00119122
17,7,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,70,0.0247162,0.00123581
17,8,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,80,0.0272916,0.00136458
17,9,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,90,0.0270019,0.00135009
17,10,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,100,0.0243038,0.00121519
17,11,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,110,0.0260922,0.00130461
17,12,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,120,0.0243908,0.00121954
17,13,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,130,0.0243012,0.00121506
17,14,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,140,0.0242662,0.00121331
17,15,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,150,0.0242411,0.00121206
17,16,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,160,0.0241039,0.0012052
17,17,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,170,0.0224091,0.00112045
17,18,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,180,0.0233321,0.00116661
17,19,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,190,0.025104,0.0012552
17,20,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,200,0.0233749,0.00116875
17,21,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,210,0.0223312,0.00111656
17,22,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,220,0.0234273,0.00117137
17,23,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,230,0.0227697,0.00113848
17,24,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,240,0.0246567,0.00123284
17,25,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,250,0.0252427,0.00126214
17,26,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,260,0.0281718,0.00140859
17,27,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,270,0.0226568,0.00113284
17,28,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,280,0.0258587,0.00129293
17,29,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,290,0.0252538,0.00126269
17,30,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,300,0.0265074,0.00132537
17,31,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,310,0.0254787,0.00127393
17,32,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,320,0.0244787,0.00122394
17,33,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,330,0.0220165,0.00110082
17,34,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,340,0.0210716,0.00105358
17,35,7.75,2.57867,0.319934,-0.331984,0.522315,0.757268,350,0.0197319,0.000986594
18,0,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,0,0.0115848,0.000579242
18,1,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,10,0.0119773,0.000598865
18,2,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,20,0.0152516,0.000762579
18,3,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,30,0.0167882,0.000839412
18,4,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,40,0.0210648,0.00105324
18,5,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,50,0.0216315,0.00108158
18,6,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,60,0.0246916,0.00123458
18,7,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,70,0.0277026,0.00138513
18,8,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,80,0.0272722,0.00136361
18,9,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,90,0.0261332,0.00130666
18,10,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,100,0.0258476,0.00129238
18,11,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,110,0.028093,0.00140465
18,12,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,120,0.0309169,0.00154584
18,13,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,130,0.0293458,0.00146729
18,14,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,140,0.0262442,0.00131221
18,15,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,150,0.0275658,0.00137829
18,16,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,160,0.0311389,0.00155694
18,17,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,170,0.0282162,0.00141081
18,18,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,180,0.0284996,0.00142498
18,19,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,190,0.0301494,0.00150747
18,20,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,200,0.0279002,0.00139501
18,21,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,210,0.029319,0.00146595
18,22,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,220,0.0301082,0.00150541
18,23,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,230,0.0289739,0.0014487
18,24,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,240,0.0285822,0.00142911
18,25,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,250,0.0286497,0.00143249
18,26,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,260,0.0282939,0.0014147
18,27,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,270,0.0295323,0.00147662
18,28,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,280,0.0271601,0.001358
18,29,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,290,0.0250799,0.00125399
18,30,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,300,0.0264729,0.00132365
18,31,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,310,0.0214015,0.00107007
18,32,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,320,0.0200264,0.00100132
18,33,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,330,0.0178465,0.000892323
18,34,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,340,0.0149555,0.000747774
18,35,7.75,2.18733,0.309525,-0.309366,0.540773,0.794434,350,0.0121232,0.000606158
